market,seed,decision_date,candidate_ticker,precedent_cvar_05,forward_realized_mdd_63d,forward_severe_drawdown,forward_extreme_drawdown,baseline_score,pred_utility
US,7,2024-07-03,AAPL,0.056,-0.1174943608424509,0,0,6.0647,0.111
US,7,2024-07-03,ADBE,0.0366,-0.1427840793503874,0,0,0.2694,-0.0043
US,7,2024-07-03,AMD,0.0002,-0.30055450384343796,1,1,11.3224,0.1511
US,7,2024-07-03,AMGN,0.1099,-0.07267788111521423,0,0,-11.0103,-0.0802
US,7,2024-07-03,AMZN,0.2435,-0.19489997863769526,1,0,-14.8088,-0.1258
US,7,2024-07-03,AVGO,0.1175,-0.21946787749280772,1,1,-2.4728,-0.0466
US,7,2024-07-03,CRM,0.0132,-0.09270437190129177,0,0,7.9018,0.0845
US,7,2024-07-03,GOOGL,0.1945,-0.2213763935957811,1,1,-23.0285,-0.1246
US,7,2024-07-03,INTU,0.0396,-0.0971131426298617,0,0,4.4914,0.0278
US,7,2024-07-03,ISRG,0.117,-0.06430718220519249,0,0,-7.8513,-0.0526
US,7,2024-07-03,LMT,0.0479,-0.01975469688640763,0,0,41.0955,0.1178
US,7,2024-07-03,META,0.0246,-0.1602118494577155,1,0,9.0441,0.0801
US,7,2024-07-03,MSFT,0.0786,-0.1548679299522191,1,0,-3.3825,0.0029
US,7,2024-07-03,NOC,0.0668,-0.030565784223101078,0,0,2.0099,0.0422
US,7,2024-07-03,NVDA,0.1759,-0.26684447892485175,1,1,14.2211,0.2895
US,7,2024-07-03,ORCL,0.0344,-0.1303447546358154,0,0,9.1205,0.179
US,7,2024-07-03,REGN,0.0488,-0.14196679635271325,0,0,-7.3488,-0.0603
US,7,2024-07-03,V,0.0327,-0.07521594910294793,0,0,12.0825,0.0921
US,7,2024-07-17,AAPL,0.0503,-0.09459105028891368,0,0,0.7867,-0.0019
US,7,2024-07-17,ADBE,0.0121,-0.16920978955851873,1,0,5.5311,0.0371
US,7,2024-07-17,AMD,0.0002,-0.1929373136796778,1,0,8.2902,0.1726
US,7,2024-07-17,AMGN,0.1523,-0.07267788111521423,0,0,-15.5291,-0.1129
US,7,2024-07-17,AMZN,0.3161,-0.14319155777197146,0,0,-14.6342,-0.1121
US,7,2024-07-17,AVGO,0.1291,-0.18311366024505404,1,0,-1.9684,-0.0197
US,7,2024-07-17,CRM,0.0002,-0.09245922115874661,0,0,12.1283,0.1317
US,7,2024-07-17,GOOGL,0.2634,-0.1811580994379507,1,0,-16.827,-0.076
US,7,2024-07-17,INTU,0.0161,-0.10150807029539277,0,0,8.6461,0.0603
US,7,2024-07-17,ISRG,0.0455,-0.06165421794072523,0,0,3.8276,0.0345
US,7,2024-07-17,LMT,0.0401,-0.01975469688640763,0,0,33.3299,0.1368
US,7,2024-07-17,META,0.2096,-0.07219298386237427,0,0,-1.4642,-0.0037
US,7,2024-07-17,MSFT,0.0431,-0.11172307660731517,0,0,6.7502,0.0702
US,7,2024-07-17,NOC,0.0361,-0.031165095471997306,0,0,7.1242,0.0502
US,7,2024-07-17,NVDA,0.1523,-0.20899998248225504,1,1,12.1536,0.2751
US,7,2024-07-17,ORCL,0.0371,-0.12025730459133288,0,0,15.3815,0.1304
US,7,2024-07-17,REGN,0.0443,-0.1711740463030864,1,0,2.1585,-0.0078
US,7,2024-07-17,V,0.0014,-0.07521594910294793,0,0,8.3172,0.0654
US,7,2024-08-05,AAPL,0.0794,-0.05861869497964689,0,0,9.3922,0.0964
US,7,2024-08-05,ADBE,0.0264,-0.18492882700219093,1,0,3.771,0.0335
US,7,2024-08-05,AMD,0.013,-0.17905093689228102,1,0,8.3838,0.2083
US,7,2024-08-05,AMGN,0.2535,-0.07267788111521423,0,0,-33.035,-0.1722
US,7,2024-08-05,AMZN,0.0949,-0.06784905757156023,0,0,-0.8997,0.0122
US,7,2024-08-05,AVGO,0.1022,-0.18311366024505404,1,0,8.17,0.2243
US,7,2024-08-05,CRM,0.0178,-0.08067664391115204,0,0,16.8025,0.1829
US,7,2024-08-05,GOOGL,0.2077,-0.10959887238186339,0,0,-6.4191,-0.0395
US,7,2024-08-05,INTU,0.0316,-0.10150807029539277,0,0,7.5662,0.0884
US,7,2024-08-05,ISRG,0.1058,-0.04611242349138733,0,0,-2.4221,-0.042
US,7,2024-08-05,LMT,0.0922,-0.11268932917578145,0,0,2.5836,0.0454
US,7,2024-08-05,META,0.2188,-0.06897073406799292,0,0,-2.2366,0.0049
US,7,2024-08-05,MSFT,0.0804,-0.0737194027690743,0,0,10.1454,0.0824
US,7,2024-08-05,NOC,0.0872,-0.07323309048958382,0,0,-3.5592,-0.0385
US,7,2024-08-05,NVDA,0.1351,-0.20899998248225504,1,1,7.4439,0.2309
US,7,2024-08-05,ORCL,0.095,-0.0564955014407722,0,0,15.6917,0.1854
US,7,2024-08-05,REGN,0.0154,-0.30252300266262433,1,1,12.8807,0.0548
US,7,2024-08-05,V,0.0014,-0.07521594910294793,0,0,5.655,0.0639
US,7,2024-10-02,AAPL,0.002,-0.0611891757542673,0,0,5.093,0.015
US,7,2024-10-02,ADBE,0.1144,-0.20900246443120563,1,1,14.9042,0.2136
US,7,2024-10-02,AMD,0.2555,-0.31203706508147155,1,1,-12.607,-0.1524
US,7,2024-10-02,AMGN,0.3683,-0.20557504067030985,1,1,-28.5197,-0.1447
US,7,2024-10-02,AMZN,0.157,-0.07930878328942426,0,0,-8.6878,-0.0709
US,7,2024-10-02,AVGO,0.0502,-0.14132835255634935,0,0,1.9472,0.0557
US,7,2024-10-02,CRM,0.1589,-0.10012419794776795,0,0,-4.8195,-0.0026
US,7,2024-10-02,GOOGL,0.0301,-0.09283140084658748,0,0,-0.7516,-0.0266
US,7,2024-10-02,INTU,0.0667,-0.11817348587798227,0,0,5.468,0.071
US,7,2024-10-02,ISRG,0.163,-0.052050367583239665,0,0,-16.9495,-0.0844
US,7,2024-10-02,LMT,0.0573,-0.21467488808492896,1,1,-2.6604,-0.0141
US,7,2024-10-02,META,0.1935,-0.07422069809709031,0,0,-11.4307,-0.0618
US,7,2024-10-02,MSFT,0.168,-0.07895079908421676,0,0,-12.9751,-0.0739
US,7,2024-10-02,NOC,0.0531,-0.13060488718341567,0,0,-3.7163,-0.0274
US,7,2024-10-02,NVDA,0.1182,-0.13407540860863298,0,0,-2.622,-0.0583
US,7,2024-10-02,ORCL,0.2361,-0.14041470128281142,0,0,-5.0189,-0.0586
US,7,2024-10-02,REGN,0.0112,-0.3253194507372168,1,1,5.7082,0.0523
US,7,2024-10-02,V,0.0092,-0.030589787770629595,0,0,9.4037,0.0846
US,7,2024-11-01,AAPL,0.0301,-0.14045246039924209,0,0,-1.6255,-0.0284
US,7,2024-11-01,ADBE,0.0625,-0.2659143567384207,1,1,18.9324,0.1515
US,7,2024-11-01,AMD,0.2545,-0.2523695323693673,1,1,-9.1453,-0.1524
US,7,2024-11-01,AMGN,0.1976,-0.19866608871982283,1,0,-20.4153,-0.0925
US,7,2024-11-01,AMZN,0.1893,-0.07930878328942426,0,0,-9.3132,-0.0719
US,7,2024-11-01,AVGO,0.1528,-0.18931372378273048,1,0,-2.0579,0.014
US,7,2024-11-01,CRM,0.0667,-0.1349860796130522,0,0,0.697,0.0123
US,7,2024-11-01,GOOGL,0.0171,-0.09283140084658748,0,0,2.1163,-0.0053
US,7,2024-11-01,INTU,0.1546,-0.16567954384124928,1,0,-11.0871,-0.0471
US,7,2024-11-01,ISRG,0.3542,-0.06318290859684328,0,0,-18.8511,-0.2023
US,7,2024-11-01,LMT,0.0932,-0.20661120235808905,1,1,17.4719,0.1815
US,7,2024-11-01,META,0.0869,-0.07422069809709031,0,0,1.1973,0.014
US,7,2024-11-01,MSFT,0.107,-0.09580589622399072,0,0,-3.4497,-0.0291
US,7,2024-11-01,NOC,0.0534,-0.14877030647536205,0,0,-2.3797,-0.0002
US,7,2024-11-01,NVDA,0.2073,-0.21930003975071277,1,1,-10.8892,-0.1362
US,7,2024-11-01,ORCL,0.2415,-0.19815864046713672,1,0,-23.0959,-0.1509
US,7,2024-11-01,REGN,0.0301,-0.20951868673921825,1,1,12.1946,0.1609
US,7,2024-11-01,V,0.0088,-0.04359466546733237,0,0,10.8267,0.0576
US,7,2024-12-09,AAPL,0.0935,-0.18959731045828854,1,0,-13.0509,-0.0717
US,7,2024-12-09,ADBE,0.007,-0.31293073414773476,1,1,3.9223,0.0281
US,7,2024-12-09,AMD,0.1529,-0.26163367571848184,1,1,-5.2405,-0.0311
US,7,2024-12-09,AMGN,0.0016,-0.06858045442831617,0,0,5.879,0.0819
US,7,2024-12-09,AMZN,0.2693,-0.19900024231506963,1,0,-18.0785,-0.1219
US,7,2024-12-09,AVGO,0.0246,-0.28027678165188263,1,1,8.9872,0.1232
US,7,2024-12-09,CRM,0.047,-0.24506180368254127,1,1,2.6981,0.0513
US,7,2024-12-09,GOOGL,0.0179,-0.21044956898316858,1,1,6.4406,0.0612
US,7,2024-12-09,INTU,0.1436,-0.1788446872219287,1,0,-2.4338,-0.006
US,7,2024-12-09,ISRG,0.1547,-0.218969630198649,1,1,-15.2259,-0.0961
US,7,2024-12-09,LMT,0.015,-0.1749717502114435,1,0,12.3752,0.1221
US,7,2024-12-09,META,0.2064,-0.19822987687671134,1,0,-10.0638,-0.0867
US,7,2024-12-09,MSFT,0.0387,-0.16487821269378544,1,0,0.061,-0.0195
US,7,2024-12-09,NOC,0.051,-0.14074734614486817,0,0,-1.5567,-0.0028
US,7,2024-12-09,NVDA,0.1704,-0.2840796400980483,1,1,-9.8984,-0.1222
US,7,2024-12-09,ORCL,0.0148,-0.24109016199378674,1,1,12.6615,0.1244
US,7,2024-12-09,REGN,0.1028,-0.15753802845621268,1,0,16.7106,0.1385
US,7,2024-12-09,V,0.0719,-0.0941800600591094,0,0,23.795,0.1131
US,7,2024-12-12,AAPL,0.0935,-0.18959731045828854,1,0,-17.0839,-0.0866
US,7,2024-12-12,ADBE,0.0668,-0.20392728556809125,1,1,2.5421,0.0491
US,7,2024-12-12,AMD,0.0787,-0.2601072531587211,1,1,3.0323,0.0541
US,7,2024-12-12,AMGN,0.0016,-0.05644738142008443,0,0,7.6277,0.077
US,7,2024-12-12,AMZN,0.1719,-0.2034206012187364,1,1,-8.659,-0.0658
US,7,2024-12-12,AVGO,0.0132,-0.28027678165188263,1,1,7.1762,0.1207
US,7,2024-12-12,CRM,0.0267,-0.24506180368254127,1,1,2.9303,0.0419
US,7,2024-12-12,GOOGL,0.0351,-0.22058814676400518,1,1,4.6358,0.0654
US,7,2024-12-12,INTU,0.1436,-0.1788446872219287,1,0,-2.2635,-0.0072
US,7,2024-12-12,ISRG,0.1949,-0.218969630198649,1,1,-19.3683,-0.0991
US,7,2024-12-12,LMT,0.0513,-0.16413522989067597,1,0,16.433,0.1274
US,7,2024-12-12,META,0.2064,-0.20876630421478737,1,1,-10.6406,-0.0919
US,7,2024-12-12,MSFT,0.0835,-0.16487821269378544,1,0,-1.4218,-0.0168
US,7,2024-12-12,NOC,0.0558,-0.14074734614486817,0,0,2.4158,0.0238
US,7,2024-12-12,NVDA,0.2159,-0.2840796400980483,1,1,-6.6205,-0.0619
US,7,2024-12-12,ORCL,0.0676,-0.22679248094203386,1,1,14.0564,0.1731
US,7,2024-12-12,REGN,0.0167,-0.10723247664738467,0,0,13.4701,0.1424
US,7,2024-12-12,V,0.0424,-0.0941800600591094,0,0,25.2677,0.124
US,17,2024-01-02,AAPL,0.2662,-0.1338484560759159,0,0,-22.8392,-0.1126
US,17,2024-01-02,ADBE,0.1344,-0.224179242739455,1,1,1.6494,0.0312
US,17,2024-01-02,AMD,0.1729,-0.15852970475709227,1,0,-7.6531,-0.1574
US,17,2024-01-02,AMGN,0.1528,-0.16511032777019752,1,0,-12.3114,-0.0479
US,17,2024-01-02,AMZN,0.2003,-0.042247034944770556,0,0,-5.2521,0.0107
US,17,2024-01-02,AVGO,0.2212,-0.12189671116723155,0,0,-11.462,-0.1633
US,17,2024-01-02,CRM,0.2709,-0.06994919239728825,0,0,-13.473,-0.0441
US,17,2024-01-02,GOOGL,0.2577,-0.14402969673303445,0,0,-5.1163,-0.0216
US,17,2024-01-02,INTU,0.054,-0.0692601525887242,0,0,7.2814,0.0675
US,17,2024-01-02,ISRG,0.1165,-0.05414514251402103,0,0,17.3267,0.1407
US,17,2024-01-02,LMT,0.0171,-0.09713276151256767,0,0,11.2527,0.0511
US,17,2024-01-02,META,0.1123,-0.05583868718295548,0,0,1.5889,-0.005
US,17,2024-01-02,MSFT,0.1197,-0.042126850143431205,0,0,-11.6577,-0.0545
US,17,2024-01-02,NOC,0.0703,-0.09671987499147017,0,0,-1.1917,-0.0167
US,17,2024-01-02,NVDA,0.0287,-0.08698231002369938,0,0,6.6506,0.0469
US,17,2024-01-02,ORCL,0.0486,-0.07768400138893083,0,0,5.3723,0.0879
US,17,2024-01-02,REGN,0.0451,-0.042683825036676115,0,0,13.8725,0.1148
US,17,2024-01-02,V,0.1528,-0.04618266629797352,0,0,-20.1908,-0.0653
US,17,2024-04-03,AAPL,0.0219,-0.06542056401382335,0,0,10.1095,0.0944
US,17,2024-04-03,ADBE,0.0059,-0.11667777230341791,0,0,4.867,0.1084
US,17,2024-04-03,AMD,0.0847,-0.20191402963616856,1,1,-1.8681,-0.0403
US,17,2024-04-03,AMGN,0.1111,-0.06445913408290327,0,0,-2.6945,0.01
US,17,2024-04-03,AMZN,0.2636,-0.08135416363152237,0,0,-25.1564,-0.1551
US,17,2024-04-03,AVGO,0.1388,-0.13290203948190848,0,0,-7.6364,-0.1215
US,17,2024-04-03,CRM,0.1037,-0.2846032271540492,1,1,-1.6846,0.0056
US,17,2024-04-03,GOOGL,0.0859,-0.05332954218173913,0,0,-5.953,-0.0878
US,17,2024-04-03,INTU,0.1366,-0.16008476190944643,1,0,1.3138,0.0502
US,17,2024-04-03,ISRG,0.0777,-0.06607865390923118,0,0,15.1251,0.1671
US,17,2024-04-03,LMT,0.0584,-0.03791221114603294,0,0,21.5108,0.1138
US,17,2024-04-03,META,0.1181,-0.1842644726997259,1,0,18.5626,0.2163
US,17,2024-04-03,MSFT,0.151,-0.09020162348905247,0,0,-0.667,0.0094
US,17,2024-04-03,NOC,0.1189,-0.12860048607332797,0,0,3.8044,0.0281
US,17,2024-04-03,NVDA,0.1688,-0.15908877182615977,1,0,16.7917,0.2575
US,17,2024-04-03,ORCL,0.0715,-0.0960307286401092,0,0,2.5043,0.0364
US,17,2024-04-03,REGN,0.0279,-0.07124454282010573,0,0,16.3561,0.0421
US,17,2024-04-03,V,0.0409,-0.06587632181211056,0,0,24.2445,0.1072
US,17,2024-04-25,AAPL,0.0379,-0.07380127926958113,0,0,9.8367,0.0907
US,17,2024-04-25,ADBE,0.2165,-0.11055736082394674,0,0,-23.0556,-0.1244
US,17,2024-04-25,AMD,0.2724,-0.24809740010847703,1,1,-7.3849,-0.1155
US,17,2024-04-25,AMGN,0.0488,-0.06445913408290327,0,0,8.5394,0.047
US,17,2024-04-25,AMZN,0.082,-0.10074996948242188,0,0,-4.4792,-0.0777
US,17,2024-04-25,AVGO,0.0748,-0.1812762712034951,1,0,0.4328,0.0036
US,17,2024-04-25,CRM,0.1243,-0.24180990352033516,1,1,-0.3849,-0.0112
US,17,2024-04-25,GOOGL,0.4343,-0.12647772466594565,0,0,-31.008,-0.1729
US,17,2024-04-25,INTU,0.1366,-0.16008476190944643,1,0,-1.0404,0.0522
US,17,2024-04-25,ISRG,0.0826,-0.06508497148237091,0,0,22.8555,0.1959
US,17,2024-04-25,LMT,0.1043,-0.03791221114603294,0,0,12.4819,0.064
US,17,2024-04-25,META,0.1154,-0.1602118494577155,1,0,15.0854,0.2459
US,17,2024-04-25,MSFT,0.0236,-0.10514154558610012,0,0,9.9514,0.059
US,17,2024-04-25,NOC,0.0454,-0.12860048607332797,0,0,6.362,0.0615
US,17,2024-04-25,NVDA,0.0483,-0.17185433341551348,1,0,6.0139,0.1042
US,17,2024-04-25,ORCL,0.0004,-0.06049905901547992,0,0,26.986,0.1462
US,17,2024-04-25,REGN,0.0462,-0.04396960964216434,0,0,20.2203,0.0975
US,17,2024-04-25,V,0.0248,-0.09694627336338779,0,0,30.078,0.1147
US,17,2024-07-03,AAPL,0.1225,-0.1174943608424509,0,0,-4.3871,-0.0371
US,17,2024-07-03,ADBE,0.2282,-0.1427840793503874,0,0,-6.309,-0.1037
US,17,2024-07-03,AMD,0.163,-0.30055450384343796,1,1,-7.6683,-0.1045
US,17,2024-07-03,AMGN,0.0826,-0.07267788111521423,0,0,-1.4346,0.0224
US,17,2024-07-03,AMZN,0.1063,-0.19489997863769526,1,0,-7.0935,-0.0565
US,17,2024-07-03,AVGO,0.3151,-0.21946787749280772,1,1,-8.7621,-0.1599
US,17,2024-07-03,CRM,0.1235,-0.09270437190129177,0,0,-2.8102,-0.0016
US,17,2024-07-03,GOOGL,0.0935,-0.2213763935957811,1,1,-5.963,-0.0459
US,17,2024-07-03,INTU,0.0115,-0.0971131426298617,0,0,8.3076,0.0543
US,17,2024-07-03,ISRG,0.0037,-0.06430718220519249,0,0,7.761,0.0315
US,17,2024-07-03,LMT,0.0068,-0.01975469688640763,0,0,18.5967,0.0481
US,17,2024-07-03,META,0.0549,-0.1602118494577155,1,0,10.276,0.0705
US,17,2024-07-03,MSFT,0.0434,-0.1548679299522191,1,0,18.3327,0.0227
US,17,2024-07-03,NOC,0.0189,-0.030565784223101078,0,0,21.3177,0.1109
US,17,2024-07-03,NVDA,0.085,-0.26684447892485175,1,1,9.7939,0.1411
US,17,2024-07-03,ORCL,0.0371,-0.1303447546358154,0,0,9.3243,0.1782
US,17,2024-07-03,REGN,0.0834,-0.14196679635271325,0,0,-0.7526,-0.0173
US,17,2024-07-03,V,0.0655,-0.07521594910294793,0,0,14.1924,0.1154
US,17,2024-07-26,AAPL,0.0923,-0.06686791322074714,0,0,0.3271,0.0054
US,17,2024-07-26,ADBE,0.1267,-0.1767624155375085,1,0,-5.4715,-0.0547
US,17,2024-07-26,AMD,0.1443,-0.14865972890195123,0,0,-5.0363,-0.1218
US,17,2024-07-26,AMGN,0.0583,-0.07267788111521423,0,0,6.0115,0.0577
US,17,2024-07-26,AMZN,0.1038,-0.13883833590897154,0,0,-6.3622,-0.0583
US,17,2024-07-26,AVGO,0.197,-0.18311366024505404,1,0,-7.7646,-0.1325
US,17,2024-07-26,CRM,0.1252,-0.09245922115874661,0,0,-4.1175,-0.0055
US,17,2024-07-26,GOOGL,0.0519,-0.13222990556492165,0,0,-1.0307,-0.0297
US,17,2024-07-26,INTU,0.0122,-0.10150807029539277,0,0,9.0489,0.0812
US,17,2024-07-26,ISRG,0.1064,-0.04611242349138733,0,0,-1.0531,0.0091
US,17,2024-07-26,LMT,0.0677,-0.08200307808733875,0,0,5.1247,0.0325
US,17,2024-07-26,META,0.043,-0.06897073406799292,0,0,7.3359,0.0881
US,17,2024-07-26,MSFT,0.0229,-0.07400471891620808,0,0,13.5676,0.1206
US,17,2024-07-26,NOC,0.006,-0.0505258983143112,0,0,12.104,0.1223
US,17,2024-07-26,NVDA,0.02,-0.20899998248225504,1,1,8.9217,0.1248
US,17,2024-07-26,ORCL,0.0547,-0.0971673931280902,0,0,20.7622,0.185
US,17,2024-07-26,REGN,0.0086,-0.22705045041497895,1,1,7.9918,0.0412
US,17,2024-07-26,V,0.0267,-0.07521594910294793,0,0,12.2214,0.1295
US,17,2024-10-02,AAPL,0.1833,-0.0611891757542673,0,0,-10.8809,-0.0722
US,17,2024-10-02,ADBE,0.0847,-0.20900246443120563,1,1,12.0456,0.1805
US,17,2024-10-02,AMD,0.3396,-0.31203706508147155,1,1,-8.1774,-0.0572
US,17,2024-10-02,AMGN,0.1528,-0.20557504067030985,1,1,-10.8732,-0.0652
US,17,2024-10-02,AMZN,0.0901,-0.07930878328942426,0,0,1.9351,0.0119
US,17,2024-10-02,AVGO,0.1481,-0.14132835255634935,0,0,-1.6615,-0.017
US,17,2024-10-02,CRM,0.0285,-0.10012419794776795,0,0,5.1611,0.0653
US,17,2024-10-02,GOOGL,0.0425,-0.09283140084658748,0,0,-2.2759,-0.0398
US,17,2024-10-02,INTU,0.0134,-0.11817348587798227,0,0,14.5529,0.1284
US,17,2024-10-02,ISRG,0.2636,-0.052050367583239665,0,0,-25.577,-0.1697
US,17,2024-10-02,LMT,0.0783,-0.21467488808492896,1,1,-1.0151,-0.0084
US,17,2024-10-02,META,0.1448,-0.07422069809709031,0,0,-5.1073,-0.0639
US,17,2024-10-02,MSFT,0.0055,-0.07895079908421676,0,0,9.7872,0.0708
US,17,2024-10-02,NOC,0.034,-0.13060488718341567,0,0,22.44,0.1273
US,17,2024-10-02,NVDA,0.1248,-0.13407540860863298,0,0,12.8172,0.2062
US,17,2024-10-02,ORCL,0.177,-0.14041470128281142,0,0,-4.5137,-0.0346
US,17,2024-10-02,REGN,0.1281,-0.3253194507372168,1,1,1.3013,0.0645
US,17,2024-10-02,V,0.0331,-0.030589787770629595,0,0,5.968,0.0458
US,17,2024-10-24,AAPL,0.2211,-0.14045246039924209,0,0,-16.3746,-0.0877
US,17,2024-10-24,ADBE,0.0604,-0.2659143567384207,1,1,12.8588,0.1171
US,17,2024-10-24,AMD,0.1342,-0.3132631689085996,1,1,-2.5135,-0.0409
US,17,2024-10-24,AMGN,0.0663,-0.19866608871982283,1,0,-1.3281,-0.0193
US,17,2024-10-24,AMZN,0.0106,-0.07930878328942426,0,0,6.4528,0.0195
US,17,2024-10-24,AVGO,0.0837,-0.18931372378273048,1,0,0.8102,0.0173
US,17,2024-10-24,CRM,0.0027,-0.1349860796130522,0,0,10.6736,0.09
US,17,2024-10-24,GOOGL,0.1723,-0.09283140084658748,0,0,-13.1719,-0.0779
US,17,2024-10-24,INTU,0.0999,-0.1519362476418814,1,0,4.3262,0.0385
US,17,2024-10-24,ISRG,0.2136,-0.06056193136047161,0,0,-11.0254,-0.1611
US,17,2024-10-24,LMT,0.0132,-0.19324306535426505,1,0,11.8919,0.1139
US,17,2024-10-24,META,0.0849,-0.07422069809709031,0,0,-1.7706,-0.0181
US,17,2024-10-24,MSFT,0.1139,-0.08535394288016418,0,0,-5.3799,-0.0056
US,17,2024-10-24,NOC,0.0799,-0.14877030647536205,0,0,27.7616,0.1774
US,17,2024-10-24,NVDA,0.0483,-0.2075220375108875,1,1,10.2385,0.125
US,17,2024-10-24,ORCL,0.285,-0.19815864046713672,1,0,-0.3676,0.0552
US,17,2024-10-24,REGN,0.1435,-0.2756961594506703,1,1,-3.2007,0.0357
US,17,2024-10-24,V,0.1308,-0.04359466546733237,0,0,-8.5456,0.0001
US,17,2024-11-25,AAPL,0.1325,-0.14045246039924209,0,0,3.0306,-0.0048
US,17,2024-11-25,ADBE,0.0401,-0.2659143567384207,1,1,10.1072,0.0805
US,17,2024-11-25,AMD,0.0666,-0.3089103525247472,1,1,-0.2091,-0.0124
US,17,2024-11-25,AMGN,0.0398,-0.12044221537084443,0,0,7.524,0.0999
US,17,2024-11-25,AMZN,0.225,-0.13765179047134446,0,0,-8.4478,-0.0985
US,17,2024-11-25,AVGO,0.0972,-0.206680103339122,1,1,-0.7789,0.004
US,17,2024-11-25,CRM,0.0687,-0.1974434816158135,1,0,1.5938,0.0465
US,17,2024-11-25,GOOGL,0.0519,-0.1835450098524397,1,0,-0.609,-0.0227
US,17,2024-11-25,INTU,0.1355,-0.1788446872219287,1,0,-5.9252,-0.0699
US,17,2024-11-25,ISRG,0.1781,-0.07646816568487502,0,0,-19.5682,-0.1177
US,17,2024-11-25,LMT,0.0228,-0.19562446834724223,1,0,6.4813,0.0602
US,17,2024-11-25,META,0.0027,-0.1074701433893317,0,0,6.0707,0.0452
US,17,2024-11-25,MSFT,0.0705,-0.13453981390656988,0,0,-0.3956,0.0189
US,17,2024-11-25,NOC,0.1287,-0.14074734614486817,0,0,22.565,0.1976
US,17,2024-11-25,NVDA,0.1178,-0.21930003975071277,1,1,14.8844,0.214
US,17,2024-11-25,ORCL,0.0509,-0.19506323071489773,1,0,-0.0921,0.006
US,17,2024-11-25,REGN,0.0846,-0.15753802845621268,1,0,0.2481,0.0197
US,17,2024-11-25,V,0.0326,-0.04359466546733237,0,0,6.0374,0.0264
US,17,2024-12-12,AAPL,0.1289,-0.18959731045828854,1,0,-4.0627,0.0031
US,17,2024-12-12,ADBE,0.0772,-0.20392728556809125,1,1,0.105,0.0095
