draw_id,delta_sharpe_L5,sharpe_P0*_L5,sharpe_P1_L5,delta_sharpe_L10,sharpe_P0*_L10,sharpe_P1_L10,delta_sharpe_L21,sharpe_P0*_L21,sharpe_P1_L21,delta_sharpe_L63,sharpe_P0*_L63,sharpe_P1_L63
88,0.08608739758198936,0.35026696818562664,0.2641795706036373,-0.060734850445196,-0.26066071186516426,-0.19992586141996826,0.08793412270804041,0.3534287319370005,0.26549460922896007,-0.019191129245964333,0.26221895008891766,0.281410079334882
89,0.12473993837075609,0.4850418745104475,0.3603019361396914,-0.015197275792216334,-0.032266426213936085,-0.01706915042171975,0.0027276362941023313,0.43405162533632374,0.4313239890422214,-0.028647906717453403,0.21426556694889753,0.24291347366635094
90,0.07454537103258083,0.07164288678075166,-0.0029024842518291624,0.04490954046201556,0.7554176339649566,0.7105080935029411,-0.11946722235852714,0.036034944855028034,0.15550216721355517,-0.09165438693618413,0.1892722150603656,0.28092660199654973
91,0.042823346491098285,0.2562258882754564,0.2134025417843581,-0.017220275542890268,0.10200164058829762,0.11922191613118789,0.01921098922411052,0.32170347389577253,0.302492484671662,0.1528922787219968,0.25931381740152315,0.10642153867952636
92,0.08663516082524958,0.35643657867780126,0.2698014178525517,-0.02776458525083564,0.27641103072358425,0.3041756159744199,0.02589434231600246,0.38235074367181704,0.3564564013558146,0.020466088308936203,0.4625495203877782,0.442083432078842
93,0.02249299379023162,0.23248691497016316,0.20999392117993154,-0.06038584810266734,0.5955805352350702,0.6559663833377375,0.0209786753365008,-0.07115341777475992,-0.09213209311126072,0.01794786000143178,0.570424568292196,0.5524767082907642
94,0.12056872141736391,0.16004358762339585,0.03947486620603194,0.06387010611148303,0.4220648224541528,0.35819471634266975,-0.060772547951258915,0.3507980201706808,0.4115705681219397,-0.005565998085905077,0.43418946924716295,0.43975546733306803
95,0.12297471863280673,0.1817470548597822,0.05877233622697548,-0.051001943981989095,0.43093905591166065,0.48194099989364975,-0.14452076982903111,0.39804402354628404,0.5425647933753152,-0.0892833674977287,0.4419157614561102,0.5311991289538389
96,-0.046199282979725254,0.17636687458205896,0.22256615756178422,0.026834799364369565,0.012785435853930525,-0.01404936351043904,0.025168214137593625,0.22371672736298354,0.1985485132253899,-0.006067026899297279,0.08154369585953547,0.08761072275883275
97,-0.07761008721704035,-0.030903697250839857,0.046706389966200496,0.09615359503573473,0.37288040168153436,0.27672680664579963,0.0019503951158218458,0.6701554531599831,0.6682050580441613,0.030238719420764504,0.21382003709348005,0.18358131767271554
